"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2011","Poland","Current prices, euro per capita","Gross domestic product at market prices","9,900",""
"2011","Poland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","5.0",""
"2011","Portugal","Current prices, euro per capita","Gross domestic product at market prices","16,700",""
"2011","Portugal","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.7",""
"2011","Romania","Current prices, euro per capita","Gross domestic product at market prices","6,500",""
"2011","Romania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.5",""
"2011","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","18,000",""
"2011","Slovenia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.5",""
"2011","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","13,100",""
"2011","Slovakia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.4",""
"2011","Finland","Current prices, euro per capita","Gross domestic product at market prices","36,500",""
"2011","Finland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.1",""
"2011","Sweden","Current prices, euro per capita","Gross domestic product at market prices","42,900",""
"2011","Sweden","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.9",""
"2011","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","29,900",""
"2011","United Kingdom","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.8",""
"2011","Iceland","Current prices, euro per capita","Gross domestic product at market prices","34,100",""
"2011","Iceland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.6",""
"2011","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2011","Liechtenstein","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices",":",""
"2011","Norway","Current prices, euro per capita","Gross domestic product at market prices","72,400",""
"2011","Norway","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.3",""
"2011","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","63,700",""
"2011","Switzerland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.0",""
"2011","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Gross domestic product at market prices","3,700","e"
"2011","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.2","e"
"2011","Albania","Current prices, euro per capita","Gross domestic product at market prices","3,200",""
"2011","Albania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.8",""
"2011","Serbia","Current prices, euro per capita","Gross domestic product at market prices","4,900",""
"2011","Serbia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.8",""
"2012","European Union (current composition)","Current prices, euro per capita","Gross domestic product at market prices","26,600",""
"2012","European Union (current composition)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.6",""
"2012","European Union (without United Kingdom)","Current prices, euro per capita","Gross domestic product at market prices","25,800",""
"2012","European Union (without United Kingdom)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.9",""
"2012","European Union (15 countries)","Current prices, euro per capita","Gross domestic product at market prices","31,000",""
"2012","European Union (15 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.8",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Gross domestic product at market prices","29,500",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.2",""
"2012","Euro area (19 countries)","Current prices, euro per capita","Gross domestic product at market prices","29,300",""
"2012","Euro area (19 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.1",""
"2012","Euro area (12 countries)","Current prices, euro per capita","Gross domestic product at market prices","30,000",""
"2012","Euro area (12 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.2",""
"2012","Belgium","Current prices, euro per capita","Gross domestic product at market prices","35,000",""
"2012","Belgium","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.4",""
"2012","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","5,700",""
"2012","Bulgaria","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.6",""
"2012","Czechia","Current prices, euro per capita","Gross domestic product at market prices","15,400",""
"2012","Czechia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.9",""
"2012","Denmark","Current prices, euro per capita","Gross domestic product at market prices","45,500",""
"2012","Denmark","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.1",""
"2012","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","34,300",""
"2012","Germany (until 1990 former territory of the FRG)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.3",""
"2012","Estonia","Current prices, euro per capita","Gross domestic product at market prices","13,500",""
"2012","Estonia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.7",""
"2012","Ireland","Current prices, euro per capita","Gross domestic product at market prices","38,100",""
"2012","Ireland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.2",""
"2012","Greece","Current prices, euro per capita","Gross domestic product at market prices","17,300","p"
"2012","Greece","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-6.8","p"
"2012","Spain","Current prices, euro per capita","Gross domestic product at market prices","22,200",""
"2012","Spain","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-3.0",""
"2012","France","Current prices, euro per capita","Gross domestic product at market prices","31,800",""
"2012","France","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.2",""
"2012","Croatia","Current prices, euro per capita","Gross domestic product at market prices","10,300",""
"2012","Croatia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.9",""
"2012","Italy","Current prices, euro per capita","Gross domestic product at market prices","26,700",""
"2012","Italy","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-3.3",""
"2012","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","22,600",""
"2012","Cyprus","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-4.3",""
"2012","Latvia","Current prices, euro per capita","Gross domestic product at market prices","10,800",""
"2012","Latvia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","5.3",""
"2012","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","11,200",""
"2012","Lithuania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","5.2",""
"2012","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","83,000",""
"2012","Luxembourg","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-2.6",""
"2012","Hungary","Current prices, euro per capita","Gross domestic product at market prices","10,000",""
"2012","Hungary","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.1",""
"2012","Malta","Current prices, euro per capita","Gross domestic product at market prices","17,100",""
"2012","Malta","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.7",""
"2012","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","39,000",""
"2012","Netherlands","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.4",""
"2012","Austria","Current prices, euro per capita","Gross domestic product at market prices","37,800",""
"2012","Austria","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.2",""
"2012","Poland","Current prices, euro per capita","Gross domestic product at market prices","10,100",""
"2012","Poland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.6",""
"2012","Portugal","Current prices, euro per capita","Gross domestic product at market prices","16,000",""
"2012","Portugal","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-3.6",""
"2012","Romania","Current prices, euro per capita","Gross domestic product at market prices","6,600","b"
"2012","Romania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.5","b"
"2012","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","17,500",""
"2012","Slovenia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-2.9",""
"2012","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","13,400",""
"2012","Slovakia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.5",""
"2012","Finland","Current prices, euro per capita","Gross domestic product at market prices","36,900",""
"2012","Finland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.9",""
"2012","Sweden","Current prices, euro per capita","Gross domestic product at market prices","44,500",""
"2012","Sweden","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.0",""
"2012","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","32,800",""
"2012","United Kingdom","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.8",""
"2012","Iceland","Current prices, euro per capita","Gross domestic product at market prices","35,700",""
"2012","Iceland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.8",""
"2012","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2012","Liechtenstein","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices",":",""
"2012","Norway","Current prices, euro per capita","Gross domestic product at market prices","79,100",""
"2012","Norway","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.4",""
"2012","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","65,000",""
"2012","Switzerland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.1",""
"2012","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Gross domestic product at market prices","3,700","e"
"2012","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.6","e"
"2012","Albania","Current prices, euro per capita","Gross domestic product at market prices","3,300",""
"2012","Albania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.6",""
"2012","Serbia","Current prices, euro per capita","Gross domestic product at market prices","4,700",""
"2012","Serbia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.2",""
"2013","European Union (current composition)","Current prices, euro per capita","Gross domestic product at market prices","26,800",""
"2013","European Union (current composition)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.1",""
"2013","European Union (without United Kingdom)","Current prices, euro per capita","Gross domestic product at market prices","26,000",""
"2013","European Union (without United Kingdom)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.2",""
"2013","European Union (15 countries)","Current prices, euro per capita","Gross domestic product at market prices","31,100",""
"2013","European Union (15 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.1",""
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Gross domestic product at market prices","29,700",""
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.5",""
"2013","Euro area (19 countries)","Current prices, euro per capita","Gross domestic product at market prices","29,500",""
"2013","Euro area (19 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.5",""
"2013","Euro area (12 countries)","Current prices, euro per capita","Gross domestic product at market prices","30,200",""
"2013","Euro area (12 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.5",""
"2013","Belgium","Current prices, euro per capita","Gross domestic product at market prices","35,300",""
"2013","Belgium","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.3",""
"2013","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","5,800",""
"2013","Bulgaria","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.1",""
"2013","Czechia","Current prices, euro per capita","Gross domestic product at market prices","15,000",""
"2013","Czechia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.5",""
"2013","Denmark","Current prices, euro per capita","Gross domestic product at market prices","46,100",""
"2013","Denmark","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.5",""
"2013","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","35,000",""
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.2",""
"2013","Estonia","Current prices, euro per capita","Gross domestic product at market prices","14,300",""
"2013","Estonia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.3",""
"2013","Ireland","Current prices, euro per capita","Gross domestic product at market prices","38,900",""
"2013","Ireland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.8",""
"2013","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,500","p"
"2013","Greece","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-2.5","p"
"2013","Spain","Current prices, euro per capita","Gross domestic product at market prices","22,000",""
"2013","Spain","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.3",""
"2013","France","Current prices, euro per capita","Gross domestic product at market prices","32,100",""
"2013","France","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.1",""
"2013","Croatia","Current prices, euro per capita","Gross domestic product at market prices","10,300",""
"2013","Croatia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.2",""
"2013","Italy","Current prices, euro per capita","Gross domestic product at market prices","26,500",""
"2013","Italy","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-2.2",""
"2013","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","21,000",""
"2013","Cyprus","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-5.6",""
"2013","Latvia","Current prices, euro per capita","Gross domestic product at market prices","11,300",""
"2013","Latvia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.5",""
"2013","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","11,800",""
"2013","Lithuania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.6",""
"2013","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","85,300",""
"2013","Luxembourg","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.0",""
"2013","Hungary","Current prices, euro per capita","Gross domestic product at market prices","10,300",""
"2013","Hungary","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.4",""
"2013","Malta","Current prices, euro per capita","Gross domestic product at market prices","17,900",""
"2013","Malta","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.1",""
"2013","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","39,300",""
"2013","Netherlands","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.4",""
"2013","Austria","Current prices, euro per capita","Gross domestic product at market prices","38,200",""
"2013","Austria","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.6",""
"2013","Poland","Current prices, euro per capita","Gross domestic product at market prices","10,300",""
"2013","Poland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.5",""
"2013","Portugal","Current prices, euro per capita","Gross domestic product at market prices","16,300",""
"2013","Portugal","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.6",""
"2013","Romania","Current prices, euro per capita","Gross domestic product at market prices","7,200",""
"2013","Romania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.9",""
"2013","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","17,600",""
"2013","Slovenia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.3",""
"2013","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","13,700",""
"2013","Slovakia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.4",""
"2013","Finland","Current prices, euro per capita","Gross domestic product at market prices","37,400",""
"2013","Finland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.2",""
"2013","Sweden","Current prices, euro per capita","Gross domestic product at market prices","45,400",""
"2013","Sweden","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.4",""
"2013","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","32,400",""
"2013","United Kingdom","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.4",""
"2013","Iceland","Current prices, euro per capita","Gross domestic product at market prices","37,300",""
"2013","Iceland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.1",""
"2013","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices","128,400",""
"2013","Liechtenstein","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices",":",""
"2013","Norway","Current prices, euro per capita","Gross domestic product at market prices","77,600",""
"2013","Norway","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.2",""
"2013","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","64,100",""
"2013","Switzerland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.7",""
"2013","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Gross domestic product at market prices","3,900","e"
"2013","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.8","e"
"2013","Albania","Current prices, euro per capita","Gross domestic product at market prices","3,300",""
"2013","Albania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.2",""
"2013","Serbia","Current prices, euro per capita","Gross domestic product at market prices","5,100",""
"2013","Serbia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.4",""
"2014","European Union (current composition)","Current prices, euro per capita","Gross domestic product at market prices","27,700",""
"2014","European Union (current composition)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.5",""
"2014","European Union (without United Kingdom)","Current prices, euro per capita","Gross domestic product at market prices","26,600",""
"2014","European Union (without United Kingdom)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.4",""
"2014","European Union (15 countries)","Current prices, euro per capita","Gross domestic product at market prices","32,100",""
"2014","European Union (15 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.3",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Gross domestic product at market prices","30,200",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.2",""
"2014","Euro area (19 countries)","Current prices, euro per capita","Gross domestic product at market prices","30,100",""
"2014","Euro area (19 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.2",""
"2014","Euro area (12 countries)","Current prices, euro per capita","Gross domestic product at market prices","30,800",""
"2014","Euro area (12 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.1",""
"2014","Belgium","Current prices, euro per capita","Gross domestic product at market prices","35,800",""
"2014","Belgium","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.8",""
"2014","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","5,900",""
"2014","Bulgaria","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.4",""
"2014","Czechia","Current prices, euro per capita","Gross domestic product at market prices","14,900",""
"2014","Czechia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.6",""
"2014","Denmark","Current prices, euro per capita","Gross domestic product at market prices","47,100",""
"2014","Denmark","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.1",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","36,300",""
"2014","Germany (until 1990 former territory of the FRG)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.8",""
"2014","Estonia","Current prices, euro per capita","Gross domestic product at market prices","15,200",""
"2014","Estonia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.2",""
"2014","Ireland","Current prices, euro per capita","Gross domestic product at market prices","42,000",""
"2014","Ireland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","8.0",""
"2014","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,400","p"
"2014","Greece","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.4","p"
"2014","Spain","Current prices, euro per capita","Gross domestic product at market prices","22,300",""
"2014","Spain","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.7",""
"2014","France","Current prices, euro per capita","Gross domestic product at market prices","32,400",""
"2014","France","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.5",""
"2014","Croatia","Current prices, euro per capita","Gross domestic product at market prices","10,200",""
"2014","Croatia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.3",""
"2014","Italy","Current prices, euro per capita","Gross domestic product at market prices","26,700",""
"2014","Italy","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.1",""
"2014","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","20,700",""
"2014","Cyprus","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.2",""
"2014","Latvia","Current prices, euro per capita","Gross domestic product at market prices","11,800",""
"2014","Latvia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.8",""
"2014","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","12,500",""
"2014","Lithuania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.4",""
"2014","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","89,200",""
"2014","Luxembourg","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.9",""
"2014","Hungary","Current prices, euro per capita","Gross domestic product at market prices","10,700",""
"2014","Hungary","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.5",""
"2014","Malta","Current prices, euro per capita","Gross domestic product at market prices","19,600",""
"2014","Malta","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","6.4",""
"2014","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","39,800",""
"2014","Netherlands","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.0",""
"2014","Austria","Current prices, euro per capita","Gross domestic product at market prices","39,000",""
"2014","Austria","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-0.1",""
"2014","Poland","Current prices, euro per capita","Gross domestic product at market prices","10,700",""
"2014","Poland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.4",""
"2014","Portugal","Current prices, euro per capita","Gross domestic product at market prices","16,600",""
"2014","Portugal","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.4",""
"2014","Romania","Current prices, euro per capita","Gross domestic product at market prices","7,600",""
"2014","Romania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.8",""
"2014","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","18,200",""
"2014","Slovenia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.8",""
"2014","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","14,000",""
"2014","Slovakia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.6",""
"2014","Finland","Current prices, euro per capita","Gross domestic product at market prices","37,600",""
"2014","Finland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.1",""
"2014","Sweden","Current prices, euro per capita","Gross domestic product at market prices","44,700",""
"2014","Sweden","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.6",""
"2014","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","35,400",""
"2014","United Kingdom","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.2",""
"2014","Iceland","Current prices, euro per capita","Gross domestic product at market prices","40,900",""
"2014","Iceland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.0",""
"2014","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices","133,200",""
"2014","Liechtenstein","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices",":",""
"2014","Norway","Current prices, euro per capita","Gross domestic product at market prices","73,300",""
"2014","Norway","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.8",""
"2014","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","65,300",""
"2014","Switzerland","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.2",""
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, euro per capita","Gross domestic product at market prices","4,100","e"
"2014","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","3.5","e"
"2014","Albania","Current prices, euro per capita","Gross domestic product at market prices","3,500",""
"2014","Albania","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.0",""
"2014","Serbia","Current prices, euro per capita","Gross domestic product at market prices","5,000",""
"2014","Serbia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","-1.1",""
"2015","European Union (current composition)","Current prices, euro per capita","Gross domestic product at market prices","29,100",""
"2015","European Union (current composition)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.0",""
"2015","European Union (without United Kingdom)","Current prices, euro per capita","Gross domestic product at market prices","27,500",""
"2015","European Union (without United Kingdom)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","2.1",""
"2015","European Union (15 countries)","Current prices, euro per capita","Gross domestic product at market prices","33,700",""
"2015","European Union (15 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.8",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Gross domestic product at market prices","31,100",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.8",""
"2015","Euro area (19 countries)","Current prices, euro per capita","Gross domestic product at market prices","31,100",""
"2015","Euro area (19 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.8",""
"2015","Euro area (12 countries)","Current prices, euro per capita","Gross domestic product at market prices","31,800",""
"2015","Euro area (12 countries)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.7",""
"2015","Belgium","Current prices, euro per capita","Gross domestic product at market prices","36,600",""
"2015","Belgium","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.2",""
"2015","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","6,300",""
"2015","Bulgaria","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","4.1",""
"2015","Czechia","Current prices, euro per capita","Gross domestic product at market prices","16,000",""
"2015","Czechia","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","5.1",""
"2015","Denmark","Current prices, euro per capita","Gross domestic product at market prices","48,000",""
"2015","Denmark","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","1.6",""
"2015","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","37,300",""
"2015","Germany (until 1990 former territory of the FRG)","Chain linked volumes, percentage change on previous period, per capita","Gross domestic product at market prices","0.9",""
