"TIME","GEO","CITIZEN","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 20 to 24 years","Number","Total","579",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 20 to 24 years","Number","Males","290",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 20 to 24 years","Number","Females","289",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 25 to 29 years","Number","Total","924",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 25 to 29 years","Number","Males","331",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 25 to 29 years","Number","Females","593",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 30 to 34 years","Number","Total","982",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 30 to 34 years","Number","Males","358",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 30 to 34 years","Number","Females","624",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 35 to 39 years","Number","Total","851",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 35 to 39 years","Number","Males","421",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 35 to 39 years","Number","Females","430",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 40 to 44 years","Number","Total","594",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 40 to 44 years","Number","Males","341",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 40 to 44 years","Number","Females","253",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 45 to 49 years","Number","Total","365",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 45 to 49 years","Number","Males","208",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 45 to 49 years","Number","Females","157",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 50 to 54 years","Number","Total","275",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 50 to 54 years","Number","Males","158",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 50 to 54 years","Number","Females","117",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 55 to 59 years","Number","Total","221",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 55 to 59 years","Number","Males","119",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 55 to 59 years","Number","Females","102",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 60 to 64 years","Number","Total","133",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 60 to 64 years","Number","Males","82",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 60 to 64 years","Number","Females","51",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 65 to 69 years","Number","Total","122",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 65 to 69 years","Number","Males","67",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","From 65 to 69 years","Number","Females","55",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","65 years or over","Number","Total","252",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","65 years or over","Number","Males","127",""
"2007","Bosnia and Herzegovina","Total","Age reached during the year","65 years or over","Number","Females","125",""
"2007","Moldova","Total","Age reached during the year","Total","Number","Total","2,070",""
"2007","Moldova","Total","Age reached during the year","Total","Number","Males","1,437",""
"2007","Moldova","Total","Age reached during the year","Total","Number","Females","633",""
"2007","Moldova","Total","Age reached during the year","Less than 5 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","Less than 5 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","Less than 5 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 5 to 9 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 5 to 9 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 5 to 9 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 10 to 14 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 10 to 14 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 10 to 14 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 15 to 19 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 15 to 19 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 15 to 19 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 20 to 24 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 20 to 24 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 20 to 24 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 25 to 29 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 25 to 29 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 25 to 29 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 30 to 34 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 30 to 34 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 30 to 34 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 35 to 39 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 35 to 39 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 35 to 39 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 40 to 44 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 40 to 44 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 40 to 44 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 45 to 49 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 45 to 49 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 45 to 49 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 50 to 54 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 50 to 54 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 50 to 54 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 55 to 59 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 55 to 59 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 55 to 59 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 60 to 64 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 60 to 64 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 60 to 64 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","From 65 to 69 years","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","From 65 to 69 years","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","From 65 to 69 years","Number","Females",":",""
"2007","Moldova","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2007","Moldova","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2007","Moldova","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2007","Russia","Total","Age reached during the year","Total","Number","Total","286,970",""
"2007","Russia","Total","Age reached during the year","Total","Number","Males","147,620",""
"2007","Russia","Total","Age reached during the year","Total","Number","Females","139,350",""
"2007","Russia","Total","Age reached during the year","Less than 5 years","Number","Total","8,456",""
"2007","Russia","Total","Age reached during the year","Less than 5 years","Number","Males","4,393",""
"2007","Russia","Total","Age reached during the year","Less than 5 years","Number","Females","4,063",""
"2007","Russia","Total","Age reached during the year","From 5 to 9 years","Number","Total","11,117",""
"2007","Russia","Total","Age reached during the year","From 5 to 9 years","Number","Males","5,778",""
"2007","Russia","Total","Age reached during the year","From 5 to 9 years","Number","Females","5,339",""
"2007","Russia","Total","Age reached during the year","From 10 to 14 years","Number","Total","13,273",""
"2007","Russia","Total","Age reached during the year","From 10 to 14 years","Number","Males","6,994",""
"2007","Russia","Total","Age reached during the year","From 10 to 14 years","Number","Females","6,279",""
"2007","Russia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2007","Russia","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2007","Russia","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2007","Russia","Total","Age reached during the year","From 15 to 19 years","Number","Total","17,677",""
"2007","Russia","Total","Age reached during the year","From 15 to 19 years","Number","Males","9,345",""
"2007","Russia","Total","Age reached during the year","From 15 to 19 years","Number","Females","8,332",""
"2007","Russia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2007","Russia","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2007","Russia","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2007","Russia","Total","Age reached during the year","From 20 to 24 years","Number","Total","34,793",""
"2007","Russia","Total","Age reached during the year","From 20 to 24 years","Number","Males","18,824",""
"2007","Russia","Total","Age reached during the year","From 20 to 24 years","Number","Females","15,969",""
"2007","Russia","Total","Age reached during the year","From 25 to 29 years","Number","Total","41,854",""
"2007","Russia","Total","Age reached during the year","From 25 to 29 years","Number","Males","23,932",""
"2007","Russia","Total","Age reached during the year","From 25 to 29 years","Number","Females","17,922",""
"2007","Russia","Total","Age reached during the year","From 30 to 34 years","Number","Total","36,118",""
"2007","Russia","Total","Age reached during the year","From 30 to 34 years","Number","Males","20,046",""
"2007","Russia","Total","Age reached during the year","From 30 to 34 years","Number","Females","16,072",""
"2007","Russia","Total","Age reached during the year","From 35 to 39 years","Number","Total","28,088",""
"2007","Russia","Total","Age reached during the year","From 35 to 39 years","Number","Males","15,523",""
"2007","Russia","Total","Age reached during the year","From 35 to 39 years","Number","Females","12,565",""
"2007","Russia","Total","Age reached during the year","From 40 to 44 years","Number","Total","21,918",""
"2007","Russia","Total","Age reached during the year","From 40 to 44 years","Number","Males","12,242",""
"2007","Russia","Total","Age reached during the year","From 40 to 44 years","Number","Females","9,676",""
"2007","Russia","Total","Age reached during the year","From 45 to 49 years","Number","Total","20,122",""
"2007","Russia","Total","Age reached during the year","From 45 to 49 years","Number","Males","10,408",""
"2007","Russia","Total","Age reached during the year","From 45 to 49 years","Number","Females","9,714",""
"2007","Russia","Total","Age reached during the year","From 50 to 54 years","Number","Total","15,466",""
"2007","Russia","Total","Age reached during the year","From 50 to 54 years","Number","Males","6,947",""
"2007","Russia","Total","Age reached during the year","From 50 to 54 years","Number","Females","8,519",""
"2007","Russia","Total","Age reached during the year","From 55 to 59 years","Number","Total","12,517",""
"2007","Russia","Total","Age reached during the year","From 55 to 59 years","Number","Males","4,906",""
"2007","Russia","Total","Age reached during the year","From 55 to 59 years","Number","Females","7,611",""
"2007","Russia","Total","Age reached during the year","From 60 to 64 years","Number","Total","5,823",""
"2007","Russia","Total","Age reached during the year","From 60 to 64 years","Number","Males","2,378",""
"2007","Russia","Total","Age reached during the year","From 60 to 64 years","Number","Females","3,445",""
"2007","Russia","Total","Age reached during the year","From 65 to 69 years","Number","Total","7,580",""
"2007","Russia","Total","Age reached during the year","From 65 to 69 years","Number","Males","2,518",""
"2007","Russia","Total","Age reached during the year","From 65 to 69 years","Number","Females","5,062",""
"2007","Russia","Total","Age reached during the year","65 years or over","Number","Total","19,748",""
"2007","Russia","Total","Age reached during the year","65 years or over","Number","Males","5,904",""
"2007","Russia","Total","Age reached during the year","65 years or over","Number","Females","13,844",""
"2007","San Marino","Total","Age reached during the year","Total","Number","Total","429",""
"2007","San Marino","Total","Age reached during the year","Total","Number","Males","211",""
"2007","San Marino","Total","Age reached during the year","Total","Number","Females","218",""
"2007","San Marino","Total","Age reached during the year","Less than 5 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","Less than 5 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","Less than 5 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 5 to 9 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 5 to 9 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 5 to 9 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 10 to 14 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 10 to 14 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 10 to 14 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 15 to 19 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 15 to 19 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 15 to 19 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 20 to 24 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 20 to 24 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 20 to 24 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 25 to 29 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 25 to 29 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 25 to 29 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 30 to 34 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 30 to 34 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 30 to 34 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 35 to 39 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 35 to 39 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 35 to 39 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 40 to 44 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 40 to 44 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 40 to 44 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 45 to 49 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 45 to 49 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 45 to 49 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 50 to 54 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 50 to 54 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 50 to 54 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 55 to 59 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 55 to 59 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 55 to 59 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 60 to 64 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 60 to 64 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 60 to 64 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","From 65 to 69 years","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","From 65 to 69 years","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","From 65 to 69 years","Number","Females",":",""
"2007","San Marino","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2007","San Marino","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2007","San Marino","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2007","United States","Total","Age reached during the year","Total","Number","Total",":",""
"2007","United States","Total","Age reached during the year","Total","Number","Males",":",""
"2007","United States","Total","Age reached during the year","Total","Number","Females",":",""
"2007","United States","Total","Age reached during the year","Less than 5 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","Less than 5 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","Less than 5 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 5 to 9 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 5 to 9 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 5 to 9 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 10 to 14 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 10 to 14 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 10 to 14 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 15 to 19 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 15 to 19 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 15 to 19 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 20 to 24 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 20 to 24 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 20 to 24 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 25 to 29 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 25 to 29 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 25 to 29 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 30 to 34 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 30 to 34 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 30 to 34 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 35 to 39 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 35 to 39 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 35 to 39 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 40 to 44 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 40 to 44 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 40 to 44 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 45 to 49 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 45 to 49 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 45 to 49 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 50 to 54 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 50 to 54 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 50 to 54 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 55 to 59 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 55 to 59 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 55 to 59 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 60 to 64 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 60 to 64 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 60 to 64 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","From 65 to 69 years","Number","Total",":",""
"2007","United States","Total","Age reached during the year","From 65 to 69 years","Number","Males",":",""
"2007","United States","Total","Age reached during the year","From 65 to 69 years","Number","Females",":",""
"2007","United States","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2007","United States","Total","Age reached during the year","65 years or over","Number","Males",":",""
"2007","United States","Total","Age reached during the year","65 years or over","Number","Females",":",""
"2007","Kyrgyzstan","Total","Age reached during the year","Total","Number","Total","3,960",""
"2007","Kyrgyzstan","Total","Age reached during the year","Total","Number","Males","1,952",""
"2007","Kyrgyzstan","Total","Age reached during the year","Total","Number","Females","2,008",""
"2007","Kyrgyzstan","Total","Age reached during the year","Less than 5 years","Number","Total","123",""
"2007","Kyrgyzstan","Total","Age reached during the year","Less than 5 years","Number","Males","59",""
"2007","Kyrgyzstan","Total","Age reached during the year","Less than 5 years","Number","Females","64",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 5 to 9 years","Number","Total","110",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 5 to 9 years","Number","Males","49",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 5 to 9 years","Number","Females","61",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 10 to 14 years","Number","Total","82",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 10 to 14 years","Number","Males","40",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 10 to 14 years","Number","Females","42",""
"2007","Kyrgyzstan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2007","Kyrgyzstan","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2007","Kyrgyzstan","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 15 to 19 years","Number","Total","189",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 15 to 19 years","Number","Males","106",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 15 to 19 years","Number","Females","83",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 20 to 24 years","Number","Total","633",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 20 to 24 years","Number","Males","342",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 20 to 24 years","Number","Females","291",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 25 to 29 years","Number","Total","650",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 25 to 29 years","Number","Males","319",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 25 to 29 years","Number","Females","331",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 30 to 34 years","Number","Total","496",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 30 to 34 years","Number","Males","242",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 30 to 34 years","Number","Females","254",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 35 to 39 years","Number","Total","424",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 35 to 39 years","Number","Males","248",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 35 to 39 years","Number","Females","176",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 40 to 44 years","Number","Total","312",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 40 to 44 years","Number","Males","158",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 40 to 44 years","Number","Females","154",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 45 to 49 years","Number","Total","243",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 45 to 49 years","Number","Males","115",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 45 to 49 years","Number","Females","128",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 50 to 54 years","Number","Total","210",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 50 to 54 years","Number","Males","84",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 50 to 54 years","Number","Females","126",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 55 to 59 years","Number","Total","218",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 55 to 59 years","Number","Males","75",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 55 to 59 years","Number","Females","143",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 60 to 64 years","Number","Total","88",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 60 to 64 years","Number","Males","47",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 60 to 64 years","Number","Females","41",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 65 to 69 years","Number","Total","91",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 65 to 69 years","Number","Males","37",""
"2007","Kyrgyzstan","Total","Age reached during the year","From 65 to 69 years","Number","Females","54",""
"2007","Kyrgyzstan","Total","Age reached during the year","65 years or over","Number","Total","182",""
"2007","Kyrgyzstan","Total","Age reached during the year","65 years or over","Number","Males","68",""
"2007","Kyrgyzstan","Total","Age reached during the year","65 years or over","Number","Females","114",""
"2007","Tajikistan","Total","Age reached during the year","Total","Number","Total",":",""
"2007","Tajikistan","Total","Age reached during the year","Total","Number","Males",":",""
"2007","Tajikistan","Total","Age reached during the year","Total","Number","Females",":",""
"2007","Tajikistan","Total","Age reached during the year","Less than 5 years","Number","Total",":",""
"2007","Tajikistan","Total","Age reached during the year","Less than 5 years","Number","Males",":",""
"2007","Tajikistan","Total","Age reached during the year","Less than 5 years","Number","Females",":",""
"2007","Tajikistan","Total","Age reached during the year","From 5 to 9 years","Number","Total",":",""
"2007","Tajikistan","Total","Age reached during the year","From 5 to 9 years","Number","Males",":",""
"2007","Tajikistan","Total","Age reached during the year","From 5 to 9 years","Number","Females",":",""
"2007","Tajikistan","Total","Age reached during the year","From 10 to 14 years","Number","Total",":",""
"2007","Tajikistan","Total","Age reached during the year","From 10 to 14 years","Number","Males",":",""
"2007","Tajikistan","Total","Age reached during the year","From 10 to 14 years","Number","Females",":",""
"2007","Tajikistan","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2007","Tajikistan","Total","Age reached during the year","Less than 15 years","Number","Males",":",""
"2007","Tajikistan","Total","Age reached during the year","Less than 15 years","Number","Females",":",""
"2007","Tajikistan","Total","Age reached during the year","From 15 to 19 years","Number","Total",":",""
"2007","Tajikistan","Total","Age reached during the year","From 15 to 19 years","Number","Males",":",""
"2007","Tajikistan","Total","Age reached during the year","From 15 to 19 years","Number","Females",":",""
"2007","Tajikistan","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2007","Tajikistan","Total","Age reached during the year","From 15 to 64 years","Number","Males",":",""
"2007","Tajikistan","Total","Age reached during the year","From 15 to 64 years","Number","Females",":",""
"2007","Tajikistan","Total","Age reached during the year","From 20 to 24 years","Number","Total",":",""
"2007","Tajikistan","Total","Age reached during the year","From 20 to 24 years","Number","Males",":",""
"2007","Tajikistan","Total","Age reached during the year","From 20 to 24 years","Number","Females",":",""
"2007","Tajikistan","Total","Age reached during the year","From 25 to 29 years","Number","Total",":",""
"2007","Tajikistan","Total","Age reached during the year","From 25 to 29 years","Number","Males",":",""
"2007","Tajikistan","Total","Age reached during the year","From 25 to 29 years","Number","Females",":",""
"2007","Tajikistan","Total","Age reached during the year","From 30 to 34 years","Number","Total",":",""
"2007","Tajikistan","Total","Age reached during the year","From 30 to 34 years","Number","Males",":",""
"2007","Tajikistan","Total","Age reached during the year","From 30 to 34 years","Number","Females",":",""
"2007","Tajikistan","Total","Age reached during the year","From 35 to 39 years","Number","Total",":",""
"2007","Tajikistan","Total","Age reached during the year","From 35 to 39 years","Number","Males",":",""
"2007","Tajikistan","Total","Age reached during the year","From 35 to 39 years","Number","Females",":",""
"2007","Tajikistan","Total","Age reached during the year","From 40 to 44 years","Number","Total",":",""
"2007","Tajikistan","Total","Age reached during the year","From 40 to 44 years","Number","Males",":",""
